District,Crop_Production_Rate_Yearly,Crop_Production_Rate_Monthly,Crop_Production_Rate_Weekly,Major_Crops,Avg_Rainfall_mm,Soil_Type,Irrigation_Source,Fertilizer_Usage_kg_per_ha,Avg_Temperature_C,Mandi_Price_Rupees_per_kg,Water_Requirement_L_per_ha,Pest_Incidence,Farmer_Count,pH_Level,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Nitrogen_kg_per_ha,Profit_Share_Percentage,Organic_Matter_Percentage,Sand_Percentage,Silt_Percentage,Clay_Percentage,Electrical_Conductivity_dS_per_m,Cation_Exchange_Capacity_meq_per_100g,Zinc_ppm,Iron_ppm,Manganese_ppm,Copper_ppm,Budget_per_Acre_Rs
Mayiladuthurai,98964,1598,1577,Cotton,1387,Black,Tanks,182,34,12,4850,Medium,29605,8.24,28,44,54,10.09,2.68,58,27,11,1.68,31.98,7.05,17.61,4.27,0.89,55000.0
Nagapattinam,43652,4458,2082,Sugarcane,1481,Red,Tanks,196,32,12,4537,High,31667,8.47,46,38,79,34.48,3.65,47,40,18,0.39,6.94,7.37,30.92,8.23,2.3,65000.0
Kanyakumari,91496,4092,866,Cotton,1260,Red,Canals,169,27,15,5002,Low,15328,6.87,38,48,58,36.17,4.81,55,31,15,0.25,33.49,9.04,37.18,7.46,1.87,55000.0
Namakkal,58504,2581,929,Tapioca,884,Mixed,Tanks,113,33,14,4327,Medium,13163,5.44,27,38,64,17.63,3.84,52,16,30,0.4,20.12,8.38,16.9,7.68,2.53,40000.0
Perambalur,62101,4668,1234,Sugarcane,719,Laterite,Rain-fed,104,28,20,4417,Medium,34446,4.73,30,35,44,27.51,2.59,58,16,38,2.49,20.37,8.0,33.25,9.4,1.09,65000.0
Pudukkottai,33447,8551,1194,Groundnut,1342,Black,Tube Wells,147,30,15,5469,Medium,29523,5.84,48,48,31,45.2,1.13,26,21,17,2.38,19.21,2.19,14.05,1.1,3.84,35000.0
Ramanathapuram,30494,8372,1323,Maize,1420,Red,Tube Wells,103,26,16,5132,High,6856,5.98,41,20,53,22.92,4.22,21,35,21,0.76,16.3,5.14,31.22,4.82,0.43,40000.0
Ranipet,62981,6156,1690,Sugarcane,1228,Laterite,Canals,178,35,25,4948,Medium,10687,5.44,47,27,53,15.62,2.57,57,39,38,2.28,27.96,6.64,40.84,12.02,4.36,65000.0
Salem,58750,4947,1228,Sugarcane,891,Alluvial,Canals,191,27,21,4706,Medium,14109,4.52,23,59,61,22.22,5.54,44,31,39,1.78,16.35,8.98,40.37,12.46,2.02,65000.0
Sivagangai,60173,4493,1286,Tapioca,1290,Red,Wells,119,34,10,4049,Low,26029,7.65,16,38,43,15.46,5.11,60,25,24,1.3,30.76,0.75,30.5,11.8,0.49,40000.0
Tenkasi,78447,5975,1047,Paddy,1211,Laterite,Canals,190,30,20,5090,Medium,17130,7.25,43,42,59,23.75,2.26,26,32,34,1.77,11.26,9.78,29.1,0.69,3.38,45000.0
Thanjavur,98986,7094,434,Groundnut,918,Laterite,Tube Wells,194,34,22,4338,Medium,11901,8.27,23,32,36,29.3,3.23,56,37,30,1.22,10.49,9.97,33.67,7.43,3.85,35000.0
Theni,75851,2915,1197,Maize,1376,Black,Canals,122,27,23,4965,Low,6836,6.92,47,59,42,43.39,0.99,45,34,17,1.1,39.01,7.58,17.15,9.71,3.02,40000.0
Thiruvallur,41842,7748,1778,Groundnut,1460,Laterite,Tube Wells,116,32,13,4827,Low,7563,5.08,46,26,64,11.32,4.88,55,23,12,0.27,8.99,1.01,34.57,8.83,1.6,35000.0
Thiruvarur,78183,5358,642,Tapioca,1178,Laterite,Wells,110,27,22,5062,High,34606,5.3,41,25,63,25.3,2.16,23,23,26,2.17,35.19,5.27,48.62,1.67,4.5,40000.0
Thoothukudi,66077,7810,1495,Tapioca,974,Laterite,Wells,153,33,16,5446,Low,10670,6.17,46,48,60,47.61,4.12,38,26,29,0.41,39.22,2.41,38.47,8.35,0.39,40000.0
Tiruchirappalli,78606,2097,412,Maize,1353,Mixed,Tube Wells,115,27,15,4178,High,34826,4.84,44,51,77,20.15,4.9,42,11,29,1.45,14.71,7.74,33.28,9.55,4.14,40000.0
Tirunelveli,25551,1636,1713,Groundnut,1245,Mixed,Wells,107,32,16,5362,Low,12563,8.12,27,47,48,45.43,3.37,21,27,21,1.87,16.72,1.93,10.44,10.25,2.98,35000.0
Tirupathur,66210,6311,1875,Groundnut,1329,Laterite,Canals,156,25,25,4933,High,29075,6.88,48,46,32,32.23,3.88,42,36,28,0.33,29.54,6.84,14.61,2.25,1.7,35000.0
Tiruppur,77008,2053,1666,Paddy,1487,Black,Tanks,181,34,12,4362,Low,24061,6.3,14,47,40,21.49,2.65,30,35,17,0.19,38.08,1.62,11.72,3.12,3.42,45000.0
Tiruvannamalai,55986,1612,529,Cotton,1144,Laterite,Tube Wells,190,25,17,4370,High,23223,8.31,26,41,76,29.16,3.3,25,29,12,0.47,22.52,9.4,15.34,11.48,3.97,55000.0
The Nilgiris,27518,3647,1948,Groundnut,1279,Alluvial,Rain-fed,107,33,25,4716,Medium,30217,7.61,48,23,38,47.88,2.01,24,21,36,0.33,20.2,3.66,48.36,11.48,4.53,35000.0
Vellore,29835,3267,1927,Tapioca,1444,Laterite,Rain-fed,140,26,24,4983,Medium,13464,5.76,42,42,43,19.82,3.74,29,34,12,1.11,7.56,1.83,47.5,7.58,3.42,40000.0
Viluppuram,73242,1826,1599,Maize,1341,Laterite,Rain-fed,112,29,22,4950,Low,31740,7.23,37,31,73,14.66,0.69,23,10,33,0.89,24.26,5.77,36.4,3.11,4.64,40000.0
Virudhunagar,67619,1995,493,Maize,761,Alluvial,Tanks,169,29,20,4657,Low,20978,7.45,12,50,71,33.15,0.82,33,19,23,2.34,5.42,7.9,8.77,10.38,3.31,40000.0
Ariyalur,87251,7965,1835,Paddy,1234,Red,Tanks,135,26,21,4533,Medium,10591,6.15,47,46,75,40.14,5.76,47,35,31,1.26,24.39,8.87,25.67,9.91,2.19,45000.0
Chengalpattu,40969,4760,2137,Cotton,905,Mixed,Wells,124,30,16,4743,High,12700,4.73,49,24,78,41.98,4.88,20,33,28,2.37,7.37,2.49,47.18,11.16,0.72,55000.0
Chennai,24081,5650,548,Maize,1073,Mixed,Tube Wells,183,35,11,5151,High,5951,6.39,30,28,48,41.33,3.27,53,28,28,1.92,39.16,9.58,5.57,9.47,2.65,40000.0
Coimbatore,38714,3846,1132,Paddy,1173,Black,Rain-fed,178,27,11,5285,Medium,12103,6.88,30,21,72,20.24,1.44,27,12,15,0.2,23.18,2.26,19.03,9.64,3.17,45000.0
Cuddalore,99635,6649,1429,Maize,851,Mixed,Canals,194,34,24,4544,High,13875,6.35,10,56,54,24.48,4.54,45,10,31,2.22,38.37,4.21,42.98,13.95,4.82,40000.0
Dharmapuri,77432,7337,617,Sugarcane,946,Black,Tube Wells,102,33,16,4990,Low,28486,7.34,28,30,34,48.52,4.21,37,26,12,1.7,20.86,5.23,12.97,13.45,2.42,65000.0
Dindigul,24561,5604,993,Tapioca,854,Red,Tube Wells,142,27,10,4277,High,30965,5.88,48,55,49,46.18,2.94,26,23,30,1.43,11.54,3.79,32.54,1.7,2.44,40000.0
Erode,36545,7784,2011,Groundnut,1464,Laterite,Tanks,186,26,21,4776,High,9319,5.14,23,25,49,31.18,1.96,55,34,16,0.7,12.83,8.33,27.34,9.76,1.71,35000.0
Kallakurichi,28812,4903,1804,Cotton,1401,Laterite,Wells,140,32,10,4316,Low,6529,7.9,19,40,80,10.26,0.65,20,32,20,2.46,32.15,7.23,2.27,14.74,0.1,55000.0
Kanchipuram,50932,4969,1017,Groundnut,1483,Red,Wells,190,28,21,5169,Low,9163,6.85,36,50,55,19.9,3.89,36,11,17,2.4,20.53,2.53,23.35,6.52,1.2,35000.0
Karur,68015,7249,1642,Groundnut,1007,Laterite,Rain-fed,121,34,20,4066,Low,22700,7.95,37,55,54,27.76,3.57,36,19,19,0.83,24.53,8.59,17.38,6.59,4.7,35000.0
Krishnagiri,67467,4795,577,Sugarcane,1145,Red,Rain-fed,175,27,23,4666,Low,14699,5.46,28,23,41,40.41,1.65,46,16,32,1.31,37.74,9.46,7.27,7.51,2.41,65000.0
Madurai,70181,2175,976,Cotton,1120,Laterite,Tube Wells,192,34,10,4291,Low,20022,7.63,23,46,61,22.11,1.92,22,12,24,0.49,27.87,8.97,28.0,14.87,0.69,55000.0
Mayiladuthurai,94349,6747,1967,Groundnut,1026,Mixed,Wells,146,30,20,5266,Medium,7231,5.54,18,24,57,15.28,4.71,54,25,33,1.21,18.47,1.67,18.78,7.59,1.79,35000.0
Nagapattinam,24244,5895,1296,Paddy,765,Mixed,Tube Wells,166,32,24,4184,High,31199,7.88,18,59,43,23.32,2.25,24,12,11,0.43,17.49,2.16,33.02,8.81,4.44,45000.0
Kanyakumari,99310,5904,1181,Maize,1349,Laterite,Canals,101,35,12,5046,Medium,24055,6.41,24,23,76,11.19,5.86,59,21,21,2.17,34.13,4.87,7.69,5.53,2.31,40000.0
Namakkal,40111,6546,1209,Tapioca,908,Alluvial,Tanks,185,33,14,5371,Low,31525,7.94,47,29,43,32.29,4.55,51,39,10,1.85,9.67,1.6,3.46,6.92,3.33,40000.0
Perambalur,78972,2750,2083,Maize,1122,Red,Wells,151,31,13,4928,High,29294,7.5,26,28,30,48.84,1.1,26,20,36,0.24,8.86,9.67,11.19,6.59,0.13,40000.0
Pudukkottai,68623,3773,1753,Tapioca,973,Black,Tube Wells,153,32,13,4783,High,31121,5.02,34,35,48,26.97,5.46,36,31,25,2.3,9.17,1.37,33.35,2.46,0.73,40000.0
Ramanathapuram,68760,2184,463,Paddy,993,Laterite,Tanks,185,26,14,5346,Low,30250,7.41,16,24,73,31.2,1.0,22,25,37,1.63,20.42,3.15,22.86,10.66,3.27,45000.0
Ranipet,78188,4038,1370,Maize,1361,Black,Rain-fed,185,35,25,5134,Low,5536,5.22,18,27,37,48.42,5.8,55,27,30,1.65,39.75,2.16,8.27,0.86,0.9,40000.0
Salem,30077,2147,720,Sugarcane,864,Black,Canals,107,33,25,4493,Medium,7977,7.32,16,45,34,31.77,5.51,35,20,10,0.54,17.17,6.7,2.91,4.1,4.11,65000.0
Sivagangai,95225,5688,1492,Paddy,962,Black,Tube Wells,108,26,20,5494,Medium,19883,5.2,20,50,59,11.1,3.35,37,34,25,0.74,17.79,5.2,19.05,14.33,4.01,45000.0
Tenkasi,38047,3164,850,Sugarcane,1403,Alluvial,Wells,124,30,13,4209,High,28517,7.07,45,60,56,17.22,4.9,47,15,25,1.45,22.42,1.87,7.06,13.57,3.26,65000.0
Thanjavur,89397,8119,679,Cotton,1315,Alluvial,Canals,197,28,11,4803,Medium,10342,6.43,47,55,79,19.15,5.24,56,12,21,1.24,17.75,3.5,15.34,11.55,2.21,55000.0
Theni,68096,2772,1929,Maize,941,Mixed,Canals,164,30,20,4108,High,10354,4.93,44,48,36,33.6,5.79,40,30,10,0.67,38.49,5.17,37.61,3.3,1.77,40000.0
Thiruvallur,72171,5894,1200,Sugarcane,1115,Red,Tube Wells,118,27,17,5125,Medium,26689,4.8,14,21,73,15.2,1.88,36,32,33,1.8,26.8,7.15,21.88,9.95,2.89,65000.0
Thiruvarur,61207,4176,2031,Maize,944,Laterite,Canals,193,28,19,4372,Low,31118,6.36,16,44,49,14.89,4.23,37,28,27,1.3,18.07,8.7,47.66,1.59,4.57,40000.0
Thoothukudi,56528,4700,2033,Cotton,816,Laterite,Wells,134,32,23,5471,High,9338,5.98,31,60,41,45.51,5.43,56,24,27,2.45,24.67,2.21,5.7,6.1,1.94,55000.0
Tiruchirappalli,52717,6304,2139,Groundnut,853,Laterite,Tube Wells,110,28,19,4900,High,14590,8.05,49,50,70,46.68,3.85,42,28,39,2.4,23.61,7.95,21.59,9.72,1.87,35000.0
Tirunelveli,34869,6696,1517,Maize,896,Laterite,Tanks,122,31,11,4247,Low,6707,6.2,28,60,72,11.37,4.18,21,17,34,1.59,36.13,6.92,21.32,8.11,0.98,40000.0
Tirupathur,23396,7752,1004,Cotton,728,Red,Canals,156,25,13,5321,Low,33871,4.98,45,47,36,45.97,4.5,45,17,38,2.2,14.34,3.44,24.04,3.09,1.91,55000.0
Tiruppur,44385,8336,1698,Paddy,951,Laterite,Wells,105,30,11,4960,High,17232,6.47,31,33,53,34.86,3.78,20,22,19,0.56,8.24,1.94,20.07,5.29,1.33,45000.0
Tiruvannamalai,85410,6823,695,Maize,1017,Laterite,Rain-fed,135,25,19,4359,Low,6916,6.19,24,41,41,38.68,5.0,57,27,28,1.61,32.04,6.29,2.46,14.84,3.4,40000.0
The Nilgiris,87861,7079,1010,Paddy,1175,Red,Wells,177,32,14,4129,Medium,19396,4.73,26,35,48,23.04,0.92,41,22,19,0.91,17.03,2.26,6.43,14.06,1.37,45000.0
Vellore,70723,6768,1787,Cotton,1197,Mixed,Tanks,125,35,18,4936,High,31683,5.68,11,28,62,26.05,2.46,52,38,31,1.23,28.58,4.67,17.98,1.36,1.25,55000.0
Viluppuram,93619,2041,2028,Paddy,1273,Alluvial,Tanks,188,34,22,5407,High,33792,6.97,10,29,44,26.59,3.67,22,11,28,1.74,25.39,2.77,36.39,14.34,1.59,45000.0
Virudhunagar,35435,4040,2175,Sugarcane,1146,Laterite,Canals,164,26,14,4440,Medium,28665,6.67,14,32,37,18.35,1.15,46,34,29,0.14,34.78,5.07,13.26,4.78,3.21,65000.0
Ariyalur,54311,7223,1893,Groundnut,1132,Alluvial,Rain-fed,152,33,18,4406,Low,18552,4.96,21,51,68,33.67,4.16,28,40,29,1.78,29.45,1.56,49.75,12.21,2.6,35000.0
Chengalpattu,54116,5083,1726,Paddy,1362,Alluvial,Canals,122,26,20,4907,Medium,32240,5.57,38,27,55,33.07,0.79,49,29,35,0.71,25.63,6.67,38.9,6.06,4.94,45000.0
Chennai,78493,7479,1164,Sugarcane,737,Laterite,Tanks,181,35,23,5468,Medium,13485,6.71,37,54,64,15.27,4.12,36,31,39,2.25,27.95,4.83,2.05,5.97,2.9,65000.0
Coimbatore,48124,8434,422,Groundnut,906,Mixed,Wells,195,35,12,5491,High,26645,6.81,20,42,77,42.44,4.48,41,40,22,1.57,37.65,6.37,10.9,10.59,3.06,35000.0
Cuddalore,57431,3454,1533,Cotton,863,Black,Tube Wells,100,30,21,4444,Low,33937,5.43,18,57,56,32.63,1.59,45,17,16,1.48,16.13,6.36,33.39,3.56,1.87,55000.0
Dharmapuri,84382,1974,2191,Cotton,979,Black,Tube Wells,139,33,12,5156,High,22906,6.0,22,29,43,41.07,2.01,47,37,35,1.06,18.9,1.86,18.42,1.05,1.85,55000.0
Dindigul,46237,3502,1536,Maize,839,Laterite,Wells,135,34,25,5342,Low,20157,8.26,47,24,56,16.38,5.65,58,12,21,1.12,10.27,0.98,20.17,5.98,1.26,40000.0
Erode,36074,2206,689,Sugarcane,729,Red,Rain-fed,171,34,19,5193,Low,28909,7.84,43,28,46,45.42,3.43,55,31,24,1.81,18.97,8.66,16.6,12.14,3.32,65000.0
Kallakurichi,37790,5059,652,Tapioca,964,Red,Wells,144,33,19,4381,Low,30434,8.32,29,44,60,29.88,5.33,34,31,22,2.02,15.98,3.63,19.77,2.65,3.18,40000.0
Kanchipuram,29706,2450,485,Groundnut,984,Mixed,Rain-fed,115,33,23,4059,High,8328,4.53,41,60,31,43.05,0.72,59,23,26,0.84,5.87,5.88,42.52,12.93,0.93,35000.0
Karur,79250,5214,410,Maize,1374,Laterite,Tanks,143,31,10,4667,Low,32253,6.84,29,53,46,37.99,1.36,60,11,23,1.02,18.4,6.8,42.61,3.91,3.46,40000.0
Krishnagiri,42630,6515,1572,Maize,1263,Red,Canals,159,33,10,4372,Low,20606,7.73,21,38,54,20.06,4.11,54,26,32,1.38,11.55,8.55,42.21,6.27,4.29,40000.0
Madurai,78341,6487,1621,Cotton,880,Alluvial,Wells,172,35,19,4353,Medium,26043,5.25,50,52,50,16.3,2.8,42,28,40,0.74,28.29,3.64,20.95,2.53,1.38,55000.0
Mayiladuthurai,31506,1950,1207,Paddy,1359,Laterite,Tanks,189,28,20,4317,Medium,25842,8.09,20,43,54,22.39,1.35,56,40,23,1.73,7.2,9.55,37.81,2.4,0.26,45000.0
Nagapattinam,61889,4033,1500,Groundnut,743,Laterite,Tanks,111,29,15,5180,High,27642,7.49,31,46,64,24.49,3.89,22,40,14,0.7,8.06,9.09,44.36,14.87,1.36,35000.0
Kanyakumari,65537,6956,1521,Tapioca,1439,Black,Canals,172,30,12,5160,Medium,21226,8.48,35,34,66,26.35,5.72,51,38,34,1.44,33.01,8.16,36.81,6.04,1.37,40000.0
Namakkal,28511,7575,574,Cotton,1197,Black,Canals,159,27,14,5259,Low,15522,8.44,39,51,54,33.05,4.14,36,26,12,0.87,38.3,0.52,30.22,11.22,4.34,55000.0
Perambalur,92089,6890,1024,Cotton,720,Laterite,Wells,111,32,13,4438,Low,32028,7.68,42,25,67,14.52,1.24,29,26,17,1.92,35.54,7.78,24.88,14.79,1.85,55000.0
Pudukkottai,91063,7567,830,Tapioca,756,Alluvial,Wells,114,28,21,4843,Low,13534,4.56,41,25,62,46.63,2.34,58,27,27,2.01,20.64,3.96,48.76,7.38,4.39,40000.0
Ramanathapuram,58058,2938,1932,Paddy,785,Red,Tube Wells,111,29,13,4350,Medium,18563,8.49,14,38,60,33.1,2.33,37,21,39,0.93,38.32,7.05,6.01,1.05,3.52,45000.0
Ranipet,59315,2478,1918,Sugarcane,1021,Alluvial,Tanks,123,35,13,4206,High,8469,8.06,42,29,31,22.39,3.51,25,30,10,1.8,7.64,7.52,4.82,1.2,3.09,65000.0
Salem,40644,1603,1886,Sugarcane,1316,Black,Tube Wells,193,31,18,5500,Low,25391,5.24,42,58,43,14.59,1.4,39,31,35,1.55,25.48,5.7,2.13,6.21,4.89,65000.0
Sivagangai,42818,7299,1104,Tapioca,1005,Red,Wells,111,31,20,4874,Low,30777,6.09,43,39,54,10.33,3.66,29,10,20,1.43,21.61,5.2,26.94,6.74,3.57,40000.0
Tenkasi,67381,2624,833,Groundnut,765,Mixed,Tube Wells,123,31,20,4669,Medium,32276,6.48,19,32,65,17.79,5.28,59,12,39,1.43,23.23,8.11,31.49,14.41,4.84,35000.0
Thanjavur,86683,7246,1245,Paddy,1116,Laterite,Rain-fed,140,31,13,5346,Low,24684,4.81,18,21,65,17.31,5.6,21,11,28,1.69,25.58,7.21,40.03,3.94,0.43,45000.0
Theni,49391,1592,1722,Paddy,1072,Black,Tanks,175,26,15,5198,Medium,33254,6.19,23,22,79,32.27,5.57,38,21,21,1.07,12.63,2.63,40.48,13.66,2.85,45000.0
Thiruvallur,35907,2842,2143,Maize,1387,Red,Rain-fed,180,32,16,4154,Low,10992,4.6,38,21,44,10.27,3.51,59,21,12,1.99,34.23,3.31,9.29,8.16,3.31,40000.0
Thiruvarur,46342,5566,1449,Paddy,1373,Black,Rain-fed,102,25,12,5311,High,13641,4.79,43,35,30,10.18,1.06,42,35,29,0.47,11.04,7.95,13.7,13.34,1.99,45000.0
Thoothukudi,38202,4340,691,Tapioca,792,Mixed,Wells,198,32,17,4620,Low,6639,6.36,44,49,31,22.97,3.85,49,34,34,0.7,33.09,5.14,31.37,2.89,3.49,40000.0
Tiruchirappalli,51029,5784,729,Groundnut,1106,Mixed,Rain-fed,121,26,11,4483,Medium,17658,8.05,40,41,47,38.06,5.83,48,27,36,2.44,14.35,4.87,16.25,4.21,3.07,35000.0
Tirunelveli,84752,5737,776,Paddy,1441,Black,Wells,200,30,18,5132,High,16788,4.58,13,35,64,17.15,5.2,47,16,18,2.18,35.39,3.81,43.88,8.38,4.19,45000.0
Tirupathur,23445,7914,852,Maize,843,Alluvial,Canals,101,33,19,5127,High,25965,5.36,31,56,44,29.51,4.92,31,29,27,2.09,33.25,1.92,38.52,1.07,0.41,40000.0
Tiruppur,67303,8237,1663,Sugarcane,941,Alluvial,Canals,127,32,12,4294,High,22747,8.49,44,54,61,23.54,3.09,40,12,18,2.16,16.7,5.45,10.92,7.16,4.3,65000.0
Tiruvannamalai,92616,7404,2109,Paddy,814,Alluvial,Tube Wells,181,34,19,4484,High,12451,6.1,28,56,73,13.17,4.26,32,12,33,2.25,27.62,6.45,16.91,12.19,2.61,45000.0
The Nilgiris,95009,3623,917,Paddy,1284,Laterite,Canals,147,31,19,4341,Medium,22590,5.28,14,29,68,47.56,3.85,60,13,21,2.35,28.42,4.51,25.29,0.87,1.72,45000.0
Vellore,68353,2867,797,Groundnut,1452,Laterite,Tube Wells,158,29,13,4665,Medium,33586,8.05,34,35,71,15.89,3.47,54,21,18,1.61,26.85,6.97,3.12,10.08,3.64,35000.0
Viluppuram,81263,4546,634,Tapioca,1212,Mixed,Canals,110,32,22,5337,High,19441,4.66,43,24,44,16.37,2.96,38,36,33,0.24,22.24,9.09,22.07,7.33,4.34,40000.0
Virudhunagar,92305,2539,771,Tapioca,823,Alluvial,Canals,192,29,11,4744,High,10049,5.87,13,33,55,38.13,2.63,49,16,15,0.35,29.07,1.71,6.69,12.24,2.65,40000.0
Ariyalur,37009,7642,1774,Maize,1234,Mixed,Canals,131,35,19,5438,Medium,30841,4.54,34,29,76,40.09,2.12,45,15,15,1.12,8.92,1.91,20.01,12.56,0.41,40000.0
Chengalpattu,31300,7898,2037,Paddy,1380,Black,Rain-fed,139,25,23,4500,Low,27204,4.63,14,36,44,13.29,3.71,44,11,38,0.69,37.83,2.77,41.99,10.94,4.39,45000.0
Chennai,28617,8655,1561,Groundnut,1294,Laterite,Tanks,187,33,12,5182,Medium,20373,6.83,22,47,74,45.5,5.65,58,15,21,1.97,19.59,1.48,12.57,11.03,3.87,35000.0
Coimbatore,60539,3701,2145,Maize,1493,Black,Tube Wells,182,25,20,5106,Medium,25608,5.33,26,42,35,24.43,5.77,25,22,28,0.38,8.12,6.77,42.2,10.0,2.64,40000.0
Cuddalore,72187,7504,511,Tapioca,1237,Laterite,Canals,124,28,18,4416,Low,9860,6.15,46,58,78,24.66,3.15,58,19,20,1.76,14.7,6.55,24.22,7.11,1.43,40000.0
Dharmapuri,82739,8761,2143,Cotton,957,Red,Rain-fed,195,26,11,4655,Medium,16124,6.34,33,60,52,20.86,3.51,42,11,20,0.42,18.18,2.77,42.15,11.16,4.86,55000.0
Dindigul,88903,2467,1938,Maize,1208,Red,Canals,196,29,14,5138,Low,21573,5.52,35,52,66,25.93,1.89,32,11,13,1.0,16.19,2.47,39.94,11.63,3.91,40000.0
Erode,73843,7819,1524,Cotton,792,Mixed,Tanks,194,34,12,4630,Medium,33580,5.62,29,44,41,31.19,3.11,22,29,16,1.76,37.85,1.52,17.45,4.44,1.2,55000.0
Kallakurichi,73665,8871,1344,Cotton,943,Mixed,Tube Wells,116,34,13,4546,High,7100,6.81,39,44,77,34.78,4.87,26,32,36,0.71,33.16,5.02,39.25,9.75,0.74,55000.0
Kanchipuram,95353,1740,1720,Maize,1314,Laterite,Rain-fed,139,33,10,4855,Low,10894,7.91,46,59,39,36.34,1.49,45,16,37,1.75,20.1,2.28,43.94,10.33,2.96,40000.0
Karur,29666,4244,1525,Maize,825,Mixed,Wells,106,27,13,4250,Low,10097,7.95,48,33,79,37.85,1.94,38,31,36,0.92,16.74,9.48,9.92,11.23,3.48,40000.0
Krishnagiri,36426,8111,549,Groundnut,1491,Red,Wells,148,35,25,5001,Medium,15376,6.26,44,28,75,12.22,0.93,51,31,16,2.43,10.29,6.93,30.63,8.32,2.38,35000.0
Madurai,61553,5017,995,Maize,1020,Laterite,Wells,190,30,11,5484,High,24621,6.75,27,50,68,45.52,1.51,28,33,32,1.1,9.94,2.19,47.65,5.87,3.61,40000.0
Mayiladuthurai,29720,3728,1775,Sugarcane,1037,Alluvial,Canals,136,25,25,5320,High,6314,7.63,35,54,37,26.23,2.35,53,17,11,1.06,34.64,2.97,36.05,11.47,2.79,65000.0
Nagapattinam,78979,5791,537,Tapioca,1298,Alluvial,Tube Wells,122,33,21,4948,Low,31301,6.23,11,36,72,15.26,0.76,60,32,33,2.02,32.68,9.76,5.37,7.02,1.62,40000.0
Kanyakumari,81057,2023,913,Paddy,1454,Mixed,Tanks,135,25,22,5009,Medium,24167,5.47,30,26,71,28.66,1.99,45,16,20,1.37,36.6,3.15,44.77,0.81,4.38,45000.0
Namakkal,87811,3654,601,Maize,1099,Red,Wells,117,25,13,4448,High,30622,6.72,42,51,40,36.01,4.9,27,40,29,1.11,32.08,5.49,22.06,3.77,0.97,40000.0
Perambalur,65156,7335,804,Cotton,1466,Black,Tube Wells,172,29,18,4330,High,27547,6.66,37,55,60,10.72,3.92,50,28,12,2.23,6.37,7.87,29.78,11.11,1.47,55000.0
Pudukkottai,36821,6223,1886,Cotton,1461,Red,Tube Wells,140,31,15,4805,High,16247,8.33,38,32,33,13.91,5.43,38,23,21,0.57,28.68,3.24,5.0,6.28,0.86,55000.0
Ramanathapuram,92260,6640,1589,Maize,941,Black,Tube Wells,152,28,17,4593,High,17624,4.63,49,51,54,16.84,2.83,44,17,19,1.2,8.32,7.45,29.62,7.19,4.5,40000.0
Ranipet,97042,2131,1397,Paddy,1133,Laterite,Tanks,128,30,12,4506,Medium,17917,6.09,27,46,51,37.24,5.25,53,25,13,0.78,39.63,1.48,33.17,11.06,3.87,45000.0
Salem,43850,5564,1077,Paddy,923,Red,Tanks,124,33,20,4040,High,29846,8.22,46,41,68,32.85,5.11,40,28,28,0.74,8.75,2.51,7.35,9.68,4.12,45000.0
Sivagangai,36912,5228,1131,Groundnut,847,Alluvial,Rain-fed,134,25,15,5169,Low,22490,5.54,34,56,44,20.11,3.91,57,11,23,0.97,23.48,8.32,43.65,11.38,2.72,35000.0
Tenkasi,76704,5684,662,Groundnut,809,Black,Tanks,125,35,15,4681,Low,14232,5.13,22,24,47,16.83,3.27,20,15,16,1.82,8.78,1.7,24.99,13.86,0.14,35000.0
Thanjavur,85911,4450,1774,Groundnut,879,Laterite,Canals,122,31,13,4534,High,28350,5.9,44,41,34,12.03,4.07,28,39,31,1.88,25.4,2.67,43.21,11.64,3.52,35000.0
Theni,27263,1954,1742,Paddy,919,Alluvial,Canals,137,33,10,4519,Low,13346,7.41,25,33,32,44.71,3.0,44,10,32,2.22,20.5,2.12,4.42,14.01,2.63,45000.0
Thiruvallur,36274,5592,880,Cotton,981,Alluvial,Tube Wells,133,33,25,5182,Low,34978,7.77,10,53,46,25.93,5.96,28,31,21,2.36,26.54,0.82,21.11,14.67,1.99,55000.0
Thiruvarur,87908,8539,604,Groundnut,1150,Alluvial,Rain-fed,189,27,16,5020,Low,21617,6.7,49,28,33,29.25,3.39,58,31,13,0.59,23.73,5.1,21.07,12.59,3.65,35000.0
Thoothukudi,40056,6143,983,Maize,1118,Laterite,Rain-fed,156,33,14,5251,Medium,28747,4.93,38,22,54,46.34,5.67,48,38,39,2.19,6.52,2.87,4.62,0.8,3.18,40000.0
Tiruchirappalli,59862,2867,1668,Groundnut,960,Mixed,Wells,133,30,15,5465,Medium,29231,6.91,19,26,77,23.67,2.32,44,17,33,2.34,34.4,7.65,22.81,8.96,3.59,35000.0
Tirunelveli,41581,4512,542,Maize,1303,Laterite,Tanks,111,35,17,5484,High,9831,7.45,22,26,73,39.4,2.03,25,27,32,0.3,26.04,8.92,43.76,9.46,2.83,40000.0
Tirupathur,41229,2788,796,Maize,757,Red,Tube Wells,162,25,23,4238,High,13106,5.4,35,37,39,47.28,3.32,27,27,39,0.35,38.86,8.67,4.77,9.47,3.15,40000.0
Tiruppur,62291,3589,1050,Cotton,1202,Laterite,Tube Wells,145,28,10,4369,Low,20907,6.35,17,21,67,42.2,5.36,44,30,39,0.91,13.79,5.01,29.66,12.66,2.74,55000.0
