District,Crop_Production_Rate_Yearly,Crop_Production_Rate_Monthly,Crop_Production_Rate_Weekly,Major_Crops,Avg_Rainfall_mm,Soil_Type,Irrigation_Source,Fertilizer_Usage_kg_per_ha,Avg_Temperature_C,Mandi_Price_Rupees_per_kg,Water_Requirement_L_per_ha,Pest_Incidence,Farmer_Count,pH_Level,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Nitrogen_kg_per_ha,Profit_Share_Percentage,Organic_Matter_Percentage,Sand_Percentage,Silt_Percentage,Clay_Percentage,Electrical_Conductivity_dS_per_m,Cation_Exchange_Capacity_meq_per_100g,Zinc_ppm,Iron_ppm,Manganese_ppm,Copper_ppm
Jalandhar,113531,7353,1181,Wheat,675,Alluvial,Tube Wells,132,23,15,4807,High,30731,7.84,20,39,51,43.26,1.25,30,35,18,2.47,31.39,2.56,5.1,2.86,0.82
Kapurthala,80287,5706,569,Maize,481,Alluvial,Canals,157,26,23,4319,Medium,25169,7.11,57,59,55,35.33,2.15,58,30,23,0.24,30.21,2.87,12.58,6.19,2.09
Ludhiana,88413,9298,902,Rice,919,Loam,Canals,166,26,26,5160,Medium,28898,8.35,39,26,102,20.35,2.58,59,30,18,2.59,14.47,1.38,16.49,3.74,2.22
Malerkotla,53051,9917,1255,Sugarcane,776,Loam,Tanks,151,27,28,4143,Medium,13230,8.11,25,64,61,19.88,0.8,37,23,28,2.75,16.62,3.03,12.63,6.74,1.45
Mansa,55911,3477,1237,Rice,1157,Clay,Tube Wells,150,15,13,5320,Medium,19089,7.62,59,71,65,13.22,1.47,34,43,34,0.29,17.41,4.76,16.79,1.21,1.33
Moga,95339,7104,1414,Cotton,857,Calcareous,Canals,194,28,26,5173,Medium,12305,8.55,51,75,75,33.98,2.32,48,37,34,1.32,14.18,3.26,13.33,3.56,0.79
Muktsar Sahib,109177,8350,2279,Sugarcane,380,Sandy Loam,Tube Wells,229,29,12,5134,Low,17650,7.28,32,51,84,26.68,1.09,32,24,19,2.56,30.48,4.7,14.51,4.24,0.94
Pathankot,74144,5294,2004,Rice,421,Loam,Tanks,217,37,34,5391,Low,22548,7.27,34,67,76,46.51,2.26,38,38,31,0.86,28.28,4.56,13.3,5.67,0.28
Patiala,70450,8142,963,Sugarcane,457,Alluvial,Rain-fed,129,37,31,4336,Low,21579,7.9,53,44,67,26.52,0.89,45,39,20,2.6,15.73,3.52,14.28,1.63,1.23
Rupnagar,88860,4417,1574,Cotton,1069,Sandy Loam,Tube Wells,135,20,33,5910,Low,13946,7.41,42,36,72,54.05,1.13,42,38,34,1.46,20.09,3.27,11.02,3.98,2.56
Sahibzada Ajit Singh Nagar,46080,9979,1189,Rice,616,Clay,Canals,124,29,29,4621,High,32833,8.17,12,44,96,38.09,2.49,64,28,31,2.7,22.56,4.02,12.46,6.5,1.12
Sangrur,30113,4401,2114,Rice,562,Sandy Loam,Tube Wells,209,21,30,5136,Low,31794,7.9,23,27,44,42.37,2.39,42,21,16,2.64,11.71,4.28,6.48,5.76,1.68
Shaheed Bhagat Singh Nagar,107188,9934,1959,Cotton,353,Alluvial,Canals,163,36,13,5232,High,13561,8.37,21,44,103,40.13,0.83,25,20,27,2.43,18.6,5.23,9.67,4.65,1.37
Tarn Taran,36235,8838,1608,Sugarcane,483,Clay,Tanks,249,18,16,5501,Medium,13285,8.67,32,75,110,38.77,2.71,60,43,39,2.43,17.89,5.21,7.49,2.95,2.3
Amritsar,74468,9361,841,Maize,464,Calcareous,Tanks,235,30,34,5752,Low,21418,8.31,31,59,93,44.12,0.74,65,29,40,2.99,29.3,4.02,15.57,4.36,2.58
Barnala,81641,9187,1002,Sugarcane,1147,Alluvial,Tanks,222,28,21,4211,Low,5391,8.09,25,45,80,49.78,2.71,54,16,39,1.81,27.69,5.6,8.36,6.25,1.7
Bathinda,63237,3084,690,Sugarcane,1006,Sandy Loam,Tube Wells,185,28,14,4683,Medium,25896,7.26,21,72,70,20.62,2.53,27,13,16,0.96,10.51,3.69,4.71,1.25,1.09
Faridkot,61471,8055,1074,Maize,837,Alluvial,Tube Wells,144,15,20,4197,Low,29430,8.59,20,29,80,38.37,1.77,44,28,39,2.59,30.93,4.68,15.64,6.75,0.28
Fatehgarh Sahib,69329,3038,1873,Maize,983,Loam,Tanks,235,38,23,4657,Low,21391,7.6,30,37,63,44.02,0.88,61,31,19,2.06,13.5,0.88,13.09,5.99,0.78
Fazilka,69888,4976,1665,Wheat,822,Loam,Rain-fed,150,18,29,5672,High,10357,8.52,60,73,42,31.6,1.98,54,15,33,2.06,25.18,1.34,10.42,2.63,0.74
Ferozepur,41877,8585,552,Cotton,460,Loam,Tube Wells,127,32,17,5374,High,13930,8.14,52,34,96,36.07,2.58,65,11,22,2.25,21.83,1.65,16.21,6.58,0.32
Gurdaspur,46901,8112,865,Wheat,536,Clay,Canals,190,35,21,5719,Low,26534,7.06,32,68,76,17.84,1.59,61,28,30,1.85,25.73,5.65,12.2,1.85,0.75
Hoshiarpur,106185,8673,1987,Wheat,539,Calcareous,Rain-fed,166,27,34,5193,Low,16029,7.23,37,54,59,47.13,0.94,49,41,28,1.24,24.34,4.16,5.37,5.94,1.15
Jalandhar,36762,6677,1793,Sugarcane,589,Sandy Loam,Tube Wells,199,38,26,4208,High,16085,7.19,27,32,90,19.9,2.32,60,24,37,2.38,28.15,2.28,13.71,3.86,2.35
Kapurthala,39248,2922,865,Maize,684,Alluvial,Canals,172,34,26,4163,Medium,4498,8.52,41,32,90,29.89,2.43,39,21,34,2.85,16.28,1.34,16.87,6.52,1.31
Ludhiana,72812,3731,1630,Rice,377,Alluvial,Tanks,225,20,34,4973,High,21154,7.94,45,75,108,41.94,0.91,27,27,23,0.61,18.35,1.64,8.55,6.37,1.92
Malerkotla,104896,7887,1888,Cotton,425,Clay,Rain-fed,216,16,16,4746,Low,31243,8.46,30,47,50,54.9,1.32,25,33,20,1.83,14.4,1.61,9.69,6.23,0.46
Mansa,74471,4501,2020,Cotton,1150,Calcareous,Tube Wells,160,31,34,5637,Medium,19179,7.84,53,66,75,36.66,1.13,44,43,40,0.5,20.67,1.17,8.14,4.79,2.46
Moga,105673,3527,1318,Sugarcane,1142,Clay,Tanks,216,21,14,4153,Medium,19652,8.68,24,71,103,49.49,2.56,43,18,31,2.06,30.94,2.8,13.74,3.11,2.33
Muktsar Sahib,55580,8634,1407,Cotton,679,Loam,Tube Wells,208,15,12,4807,Medium,32338,7.27,56,38,80,48.1,1.71,34,16,28,0.92,27.66,4.31,10.0,2.46,0.49
Pathankot,53806,9778,1850,Sugarcane,649,Alluvial,Tanks,237,18,32,4887,Low,11889,8.06,56,67,49,37.23,0.83,48,14,36,1.8,29.29,5.32,16.58,6.31,1.34
Patiala,59814,5546,2427,Maize,487,Calcareous,Rain-fed,202,26,22,4164,Medium,22832,7.99,18,50,99,44.16,1.54,50,28,37,1.26,22.13,4.21,14.99,1.3,1.39
Rupnagar,86348,7846,1777,Rice,994,Sandy Loam,Tube Wells,184,33,18,5649,Low,26325,8.05,34,71,43,37.74,2.56,56,32,27,2.59,26.68,3.56,12.87,5.01,1.71
Sahibzada Ajit Singh Nagar,52551,8341,2422,Wheat,591,Clay,Canals,160,23,30,5651,Medium,13543,7.91,27,70,109,46.87,1.88,58,17,35,2.14,24.78,1.42,17.87,5.54,2.09
Sangrur,57487,5480,1437,Maize,1085,Calcareous,Canals,218,26,28,4294,High,28606,7.26,53,75,69,28.13,2.46,47,16,14,2.56,20.11,3.58,14.44,6.51,0.99
Shaheed Bhagat Singh Nagar,36321,7260,1942,Rice,986,Calcareous,Canals,158,24,12,4113,Low,29909,8.4,19,70,110,49.06,0.67,28,15,35,1.97,17.84,1.47,7.46,5.57,1.17
Tarn Taran,106582,8894,1904,Wheat,902,Sandy Loam,Tanks,212,14,21,4421,Medium,27000,7.04,19,47,42,13.92,1.78,40,35,35,0.31,20.68,3.53,8.99,1.58,2.08
Amritsar,36055,9782,847,Sugarcane,617,Calcareous,Tanks,238,37,12,4769,Medium,16589,7.47,28,60,55,13.3,1.21,45,20,33,2.4,31.67,4.87,12.32,1.54,1.38
Barnala,30417,6266,1708,Maize,381,Calcareous,Tanks,229,27,21,5094,High,31094,8.56,50,57,62,44.71,0.71,53,20,38,1.71,27.81,3.44,12.7,1.05,2.37
Bathinda,72518,6825,2497,Sugarcane,514,Clay,Canals,183,28,32,5752,Low,30198,7.75,32,75,86,14.57,2.58,27,13,30,1.71,22.54,3.92,16.19,1.08,1.86
Faridkot,33948,3460,2425,Maize,1069,Clay,Canals,142,35,20,4362,Low,25515,8.48,20,73,56,31.49,1.08,49,31,18,1.48,20.1,4.89,6.36,1.74,1.52
Fatehgarh Sahib,86494,6685,1704,Cotton,1173,Loam,Tanks,190,23,29,5933,Low,31026,7.52,27,30,50,47.21,0.93,33,15,19,1.03,30.04,2.14,5.26,1.52,1.21
Fazilka,88654,5548,846,Sugarcane,1156,Clay,Canals,143,30,16,4911,Low,11461,8.56,21,59,86,38.27,2.13,44,11,35,2.43,28.18,2.31,17.18,3.65,1.08
Ferozepur,63916,7213,773,Maize,1058,Alluvial,Canals,213,35,15,4781,Low,15483,8.16,49,39,79,22.4,2.33,28,20,14,0.78,13.56,5.11,4.25,2.66,0.94
Gurdaspur,78636,8533,1742,Rice,471,Calcareous,Canals,217,16,31,5834,Low,22211,8.01,19,56,56,27.27,2.7,60,22,17,1.51,12.66,2.82,7.96,2.64,1.91
Hoshiarpur,55247,8271,1061,Rice,1055,Calcareous,Tube Wells,217,34,16,5698,Low,32249,7.4,24,69,62,47.87,0.93,60,35,39,0.15,24.67,3.26,5.71,6.15,1.42
Jalandhar,100307,3153,1111,Rice,1152,Loam,Tube Wells,149,33,33,5953,Low,14857,8.56,45,28,76,34.4,2.42,49,17,30,0.33,14.59,3.33,16.97,1.43,2.13
Kapurthala,59312,3831,2140,Cotton,567,Alluvial,Canals,198,15,20,4981,Low,5749,7.84,29,75,60,38.3,0.87,40,45,14,0.4,20.9,5.3,5.5,3.55,0.98
Ludhiana,85085,6430,1665,Cotton,783,Alluvial,Canals,215,12,33,4794,High,22437,8.46,35,38,86,38.23,1.86,28,39,14,2.82,26.23,4.76,9.8,4.28,1.4
Malerkotla,62493,9962,888,Maize,1146,Sandy Loam,Rain-fed,125,19,13,5506,Medium,7059,7.91,47,27,60,44.02,1.11,30,44,37,1.52,22.5,2.55,11.89,4.19,0.42
Mansa,106055,6447,2184,Wheat,721,Sandy Loam,Rain-fed,132,31,23,4083,High,12559,7.58,43,30,97,25.07,0.7,33,42,12,2.53,21.01,2.64,10.65,3.56,2.1
Moga,65900,7098,610,Sugarcane,997,Clay,Tanks,209,17,13,5005,Low,32345,8.33,55,44,90,40.99,0.64,63,24,11,1.53,10.92,4.56,6.55,4.01,0.74
Muktsar Sahib,117467,7153,919,Rice,998,Loam,Tanks,192,33,21,4006,Medium,26898,8.58,43,41,93,17.06,1.26,65,37,33,0.19,24.11,2.84,14.85,2.25,1.65
Pathankot,60643,6461,1055,Cotton,663,Loam,Tanks,239,39,13,4392,Low,7739,7.05,51,25,42,40.02,1.19,37,31,19,1.89,27.35,4.51,13.6,1.6,2.01
Patiala,44030,6248,1873,Sugarcane,591,Sandy Loam,Canals,173,15,14,5440,High,5330,7.58,39,63,89,20.05,1.96,49,10,36,1.95,31.41,4.28,5.16,2.24,0.25
Rupnagar,74115,4141,1647,Wheat,796,Clay,Canals,238,36,14,5943,Medium,30343,7.43,52,52,48,40.08,2.27,36,23,30,0.86,30.66,3.37,8.46,4.27,1.47
Sahibzada Ajit Singh Nagar,37066,4569,1581,Sugarcane,380,Loam,Tube Wells,184,23,29,4344,Medium,25372,7.09,18,73,62,52.63,0.95,57,29,33,2.8,23.64,4.36,8.03,2.29,0.32
Sangrur,30231,6948,1416,Wheat,466,Clay,Tube Wells,139,34,16,4029,Low,15503,7.21,43,28,51,25.9,1.91,61,28,33,2.21,13.34,2.1,9.96,4.92,2.5
Shaheed Bhagat Singh Nagar,40752,7666,1542,Cotton,598,Sandy Loam,Tanks,193,32,20,5886,High,27410,7.28,39,40,51,54.83,1.11,34,18,11,0.48,30.61,4.99,12.33,1.9,0.78
Tarn Taran,39861,8720,2181,Maize,915,Calcareous,Tanks,250,31,20,4522,High,17505,7.84,56,62,110,38.75,0.7,26,29,39,1.99,22.15,0.86,8.23,5.84,1.99
Amritsar,109816,2352,2182,Sugarcane,853,Clay,Rain-fed,157,16,22,4064,High,8258,7.38,50,37,64,30.18,0.65,28,21,24,1.73,20.35,1.45,11.62,6.13,0.58
Barnala,118922,5980,1123,Maize,980,Sandy Loam,Tanks,246,25,35,5041,Medium,15863,7.04,30,35,71,12.05,1.63,31,31,15,1.52,10.99,1.52,9.79,6.51,0.39
Bathinda,109413,6033,2091,Wheat,1134,Alluvial,Canals,191,14,26,5584,High,10011,8.1,15,56,66,23.11,2.69,58,18,28,1.41,11.79,2.18,4.16,1.38,0.29
Faridkot,36303,9177,2044,Rice,429,Calcareous,Tube Wells,134,27,24,5191,High,10961,7.27,54,29,41,15.58,1.76,37,43,16,1.2,19.34,1.75,16.35,1.69,1.26
Fatehgarh Sahib,116872,5806,2088,Wheat,712,Alluvial,Canals,193,29,27,4580,Low,8746,7.69,22,58,41,13.22,2.38,40,19,26,1.58,18.38,1.84,5.52,1.49,2.26
Fazilka,82199,2618,2155,Sugarcane,397,Sandy Loam,Tanks,190,23,26,4856,Medium,31764,7.63,46,59,93,33.36,2.29,60,30,15,0.2,31.03,5.59,16.1,3.84,1.14
Ferozepur,53889,3904,2268,Wheat,968,Calcareous,Canals,120,22,23,5907,Low,21745,7.44,42,68,56,33.29,2.63,25,21,36,2.0,23.59,4.36,14.02,2.79,1.38
Gurdaspur,59320,5201,1857,Sugarcane,1194,Calcareous,Canals,232,38,34,4661,High,29104,8.55,45,72,100,36.43,0.85,32,29,11,0.6,29.52,4.46,12.3,2.5,0.3
Hoshiarpur,100839,8312,1138,Cotton,1193,Loam,Tube Wells,170,33,14,4659,High,25789,7.63,14,36,66,12.09,2.67,43,37,28,2.67,23.1,3.79,15.2,5.57,2.36
Jalandhar,104048,2573,731,Wheat,1141,Calcareous,Rain-fed,238,35,28,5599,Low,13949,7.69,39,55,60,32.77,1.25,56,40,36,1.43,24.48,3.51,16.53,1.93,0.35
Kapurthala,41488,5335,1398,Sugarcane,1054,Alluvial,Canals,123,39,19,4546,Low,9996,7.13,39,57,108,38.36,1.98,55,21,32,2.02,14.16,2.83,10.47,1.86,1.35
Ludhiana,108032,6786,1914,Sugarcane,609,Sandy Loam,Tanks,176,31,12,4758,High,25796,7.17,59,59,83,43.09,1.0,56,28,38,2.1,15.19,4.78,8.71,1.11,1.26
Malerkotla,62743,3629,2423,Sugarcane,477,Calcareous,Tanks,222,38,26,4588,Medium,13906,8.62,16,52,44,12.42,0.89,32,41,15,1.97,17.17,3.23,6.54,3.61,1.36
Mansa,75770,5828,1918,Wheat,708,Sandy Loam,Tanks,235,19,31,4922,Medium,7530,8.47,21,72,91,53.94,0.97,30,16,19,2.16,25.2,3.06,4.05,5.93,0.47
Moga,87878,6981,1411,Maize,1104,Alluvial,Tanks,149,13,12,5967,High,28679,8.13,12,25,40,16.52,1.2,56,29,22,0.19,21.84,4.4,16.9,5.36,1.0
Muktsar Sahib,106155,7355,613,Cotton,644,Calcareous,Tube Wells,237,19,22,5821,High,9297,7.48,53,67,51,12.69,2.34,30,41,32,1.79,11.85,1.41,8.71,1.85,1.97
Pathankot,83442,4164,1698,Cotton,696,Loam,Tube Wells,218,29,20,4082,Low,29052,7.8,56,28,83,36.95,1.91,38,14,39,0.7,19.95,2.71,9.77,3.42,1.11
Patiala,46411,6729,1696,Wheat,1125,Alluvial,Tanks,130,37,20,4909,High,17287,8.01,37,35,96,23.42,0.91,27,38,19,1.33,25.27,3.7,12.56,2.67,0.84
Rupnagar,63536,4923,2169,Wheat,628,Sandy Loam,Rain-fed,242,29,34,4415,High,28507,7.26,29,63,95,35.0,2.33,61,27,38,1.25,22.35,4.18,9.5,2.57,0.79
Sahibzada Ajit Singh Nagar,82745,8586,1948,Maize,379,Clay,Canals,168,30,33,4451,Medium,23221,7.48,32,45,71,40.11,1.89,65,39,17,2.83,21.55,1.81,4.38,6.89,1.89
Sangrur,56623,7675,2106,Sugarcane,976,Alluvial,Tanks,127,34,31,4549,High,26440,7.59,33,39,69,36.69,1.14,30,23,26,2.47,27.12,4.42,16.28,5.36,2.34
Shaheed Bhagat Singh Nagar,88746,6256,1155,Wheat,975,Calcareous,Canals,227,24,25,5542,High,32390,7.33,47,37,101,29.12,1.24,28,32,23,2.49,31.65,3.56,15.95,6.58,2.17
Tarn Taran,70425,7866,2121,Rice,1081,Calcareous,Tanks,147,25,30,5105,Medium,30816,7.99,60,61,41,15.43,1.4,58,42,13,1.55,23.51,1.73,5.23,3.85,1.39
Amritsar,80194,9579,2182,Wheat,785,Clay,Rain-fed,163,37,33,5026,Low,5365,7.78,26,41,51,35.04,1.07,44,14,38,2.37,23.84,3.51,6.57,1.0,2.52
Barnala,89885,7259,1751,Wheat,749,Alluvial,Canals,137,39,22,4084,Low,20856,8.22,53,54,60,14.54,1.17,28,44,16,1.18,26.39,1.93,10.24,1.18,1.28
Bathinda,64191,6376,1950,Maize,566,Calcareous,Tube Wells,174,24,35,5521,Medium,12560,8.67,17,75,98,34.46,1.53,25,12,13,1.63,22.54,1.0,10.93,5.13,1.38
Faridkot,75696,4571,2441,Cotton,455,Calcareous,Rain-fed,182,18,12,5661,Medium,22948,8.44,12,33,94,28.17,1.52,58,26,39,0.52,24.33,5.68,6.93,5.45,1.02
Fatehgarh Sahib,94318,3877,983,Wheat,595,Clay,Tanks,195,32,23,4608,Medium,29908,8.54,56,53,110,29.48,1.77,30,14,34,2.0,18.36,5.0,4.74,5.38,1.12
Fazilka,108897,3608,2020,Sugarcane,985,Calcareous,Tanks,165,20,21,4526,High,32583,7.43,18,41,64,50.93,1.16,48,42,17,1.53,13.66,1.66,12.57,1.73,1.87
Ferozepur,109799,3177,545,Maize,418,Sandy Loam,Rain-fed,197,22,21,4772,Medium,21553,8.15,41,60,102,15.87,1.57,64,12,35,1.26,10.7,2.44,5.47,2.55,2.38
Gurdaspur,98167,3485,2467,Maize,600,Calcareous,Canals,186,29,26,5326,High,17273,7.31,26,25,90,40.07,0.69,59,11,20,1.13,11.65,4.76,16.1,1.69,1.42
Hoshiarpur,58835,3056,2067,Wheat,1065,Loam,Rain-fed,249,31,13,5162,Low,9213,7.13,47,72,46,35.19,1.07,29,17,37,2.73,30.15,2.53,14.9,6.09,0.23
Jalandhar,93812,3085,1410,Cotton,892,Clay,Canals,169,26,24,4304,Low,32929,8.07,21,71,49,53.75,0.88,47,29,22,1.0,22.94,4.01,16.55,3.5,1.4
Kapurthala,113939,4127,1453,Sugarcane,506,Loam,Rain-fed,174,18,24,4882,Low,4808,8.47,46,25,103,13.32,2.06,54,32,14,0.23,25.86,4.69,13.66,5.91,2.5
Ludhiana,102243,2216,1631,Maize,500,Calcareous,Rain-fed,168,17,14,5626,Medium,14852,8.2,35,72,71,28.87,0.62,28,32,35,2.78,14.72,2.82,16.3,4.93,1.26
Malerkotla,48233,5001,927,Maize,726,Clay,Tube Wells,221,31,32,5682,High,11328,7.19,29,56,98,20.95,1.41,31,37,27,2.54,26.85,2.52,10.18,5.88,2.03
Mansa,78895,7149,924,Cotton,833,Calcareous,Rain-fed,192,33,19,4447,High,23433,8.66,41,73,46,52.5,1.9,33,17,32,2.64,28.83,1.83,16.4,4.23,1.14
Moga,58274,5415,1360,Cotton,409,Alluvial,Rain-fed,243,20,25,4902,Low,8103,7.33,41,50,55,38.74,2.36,26,45,39,0.85,18.22,3.97,13.3,5.76,0.83
Muktsar Sahib,105885,6927,1615,Cotton,1170,Clay,Canals,239,28,25,5145,Medium,8662,8.55,40,69,68,30.6,2.39,59,33,21,2.87,15.85,3.81,12.07,2.84,0.74
Pathankot,103297,3436,2385,Wheat,877,Calcareous,Tube Wells,148,31,30,4830,Low,5573,7.52,40,61,87,39.08,1.73,43,31,39,0.54,23.4,2.33,6.46,1.63,1.95
Patiala,84805,4772,677,Maize,1114,Sandy Loam,Canals,173,28,30,5195,Medium,10232,7.26,34,46,48,34.38,1.29,42,37,35,1.02,11.45,1.35,12.93,4.83,1.7
Rupnagar,116989,9241,1160,Cotton,389,Calcareous,Canals,129,18,27,5431,Medium,27535,7.44,48,57,62,44.33,2.56,37,41,30,2.72,19.05,4.55,8.19,1.55,2.24
Sahibzada Ajit Singh Nagar,64650,8214,1289,Cotton,739,Clay,Tube Wells,218,33,20,5555,Medium,29906,8.34,30,70,49,27.01,1.68,49,15,38,1.25,11.18,0.92,6.98,5.51,1.14
Sangrur,87613,3196,2477,Rice,1142,Sandy Loam,Tube Wells,242,34,26,4020,High,32604,8.62,12,70,50,21.63,2.29,35,10,23,2.24,19.26,5.09,13.84,5.11,0.41
Shaheed Bhagat Singh Nagar,98397,2786,1854,Sugarcane,548,Sandy Loam,Tube Wells,240,40,28,4406,Low,9632,8.44,21,68,48,49.14,2.79,61,18,37,1.81,22.57,4.87,16.82,4.11,0.6
Tarn Taran,68585,7236,1598,Maize,920,Loam,Tube Wells,124,25,20,4270,Medium,31400,7.92,46,33,68,44.31,2.21,39,40,31,0.36,13.94,3.74,12.68,5.54,2.57
Amritsar,69390,6394,2159,Sugarcane,388,Clay,Rain-fed,126,38,23,5725,High,8187,8.2,26,43,63,49.13,0.9,26,23,32,0.57,17.73,1.27,14.66,2.12,2.05
Barnala,69961,3295,1871,Rice,1160,Loam,Rain-fed,228,31,34,5109,Medium,6909,7.6,27,40,74,15.41,2.13,58,34,34,0.16,24.28,3.72,14.29,4.6,1.29
Bathinda,76938,6621,2367,Maize,410,Sandy Loam,Tanks,134,32,15,5191,Medium,9097,7.89,47,35,77,22.3,0.83,51,41,31,0.34,24.99,1.04,13.04,6.04,0.4
Faridkot,56622,8478,1357,Wheat,1034,Loam,Canals,163,36,27,5604,Medium,6111,8.4,31,53,42,45.75,0.86,36,17,18,0.36,30.26,3.76,6.18,5.99,0.56
Fatehgarh Sahib,64099,4610,2479,Sugarcane,578,Alluvial,Tube Wells,143,20,33,5876,Low,29983,8.3,38,28,70,39.44,0.87,42,39,39,2.2,17.96,2.46,17.18,4.37,1.63
Fazilka,52836,4935,802,Sugarcane,942,Loam,Tube Wells,180,25,27,5764,High,4610,8.49,32,53,57,54.66,1.19,61,44,25,1.33,11.77,5.68,17.13,3.25,1.51
Ferozepur,67721,7406,2418,Cotton,1170,Calcareous,Rain-fed,203,40,34,5475,Low,27070,7.48,13,57,95,33.05,2.5,63,41,40,2.71,12.53,0.81,9.26,1.62,0.41
Gurdaspur,42665,3388,849,Maize,994,Alluvial,Rain-fed,220,26,32,4874,Medium,11483,7.23,19,75,57,14.78,1.47,53,33,30,2.94,16.25,4.94,16.27,4.37,1.92
Hoshiarpur,68995,3312,653,Cotton,1095,Loam,Canals,154,38,16,4719,Low,24899,7.22,37,55,83,23.87,2.5,64,44,14,0.24,20.82,4.84,11.44,2.53,2.51
Jalandhar,36565,6456,864,Rice,393,Calcareous,Rain-fed,135,20,14,5304,Low,14309,8.0,41,39,78,45.25,1.45,59,19,33,0.27,24.03,2.0,15.09,3.87,1.55
Kapurthala,68766,4544,2136,Wheat,924,Alluvial,Rain-fed,233,37,13,4169,Medium,25932,7.1,38,38,44,23.13,2.67,43,28,32,0.65,11.33,4.05,16.4,1.62,0.61
Ludhiana,86118,7724,1090,Cotton,673,Sandy Loam,Canals,246,29,35,4732,Medium,5103,8.05,22,49,76,39.12,1.55,63,28,32,0.91,29.77,5.33,9.55,3.92,2.35
Malerkotla,118229,9917,1077,Sugarcane,866,Clay,Tanks,125,35,17,4560,Low,6844,8.41,15,69,46,53.87,1.58,54,27,15,2.09,27.55,4.8,5.73,3.75,1.14
Mansa,106641,6930,2187,Cotton,857,Sandy Loam,Canals,232,26,24,5131,Low,11380,7.42,28,42,78,21.63,1.84,36,24,37,1.81,12.54,5.23,4.44,6.32,0.56
Moga,55369,4432,719,Rice,910,Alluvial,Tanks,186,25,13,5607,Low,29937,8.33,34,25,44,29.5,2.22,61,28,19,1.13,15.23,1.02,9.24,2.95,1.66
Muktsar Sahib,88812,6215,1061,Wheat,911,Loam,Tube Wells,204,25,32,5324,Medium,16432,8.12,12,47,86,36.12,0.89,27,28,36,1.44,26.8,3.41,4.61,4.74,1.66
Pathankot,46047,2975,1761,Sugarcane,674,Alluvial,Tanks,239,22,27,5412,High,10591,7.7,44,54,46,37.88,1.72,28,26,27,0.61,23.57,3.99,11.26,3.72,0.29
Patiala,82549,5336,1345,Sugarcane,402,Sandy Loam,Tube Wells,165,27,26,5546,Low,28628,8.65,58,50,84,50.24,2.53,51,12,33,1.66,26.2,3.03,9.84,5.35,0.58
Rupnagar,53084,7481,1942,Rice,892,Clay,Rain-fed,129,36,33,4138,Low,20791,8.12,42,47,87,35.49,1.21,64,16,31,0.73,29.8,5.7,13.3,1.14,2.13
Sahibzada Ajit Singh Nagar,81220,8878,859,Maize,374,Calcareous,Tube Wells,127,28,28,4728,Low,31058,7.77,53,53,54,48.91,2.4,32,34,37,2.14,20.65,1.85,4.33,1.43,0.37
Sangrur,42647,4273,662,Maize,1033,Calcareous,Rain-fed,155,15,27,4545,High,12644,8.66,23,37,82,49.75,1.75,44,18,12,2.79,28.58,1.81,16.24,5.1,2.2
Shaheed Bhagat Singh Nagar,90510,2275,762,Rice,441,Alluvial,Tube Wells,198,37,27,4074,High,9992,7.62,44,28,101,50.95,1.87,39,23,21,1.88,24.36,1.09,9.72,1.21,0.77
Tarn Taran,107865,9899,1290,Wheat,507,Calcareous,Tube Wells,143,36,31,5768,Medium,32967,7.91,41,68,72,46.29,1.49,42,26,26,0.79,15.46,5.61,9.11,2.01,2.25
Amritsar,90384,6375,741,Rice,814,Clay,Tanks,247,30,25,4990,High,23299,8.64,43,71,55,33.79,1.04,61,23,23,2.87,11.98,5.64,8.21,4.52,0.74
Barnala,60348,7702,1348,Cotton,585,Alluvial,Rain-fed,166,27,32,5139,Low,12030,8.16,54,65,102,37.14,2.3,28,35,14,2.61,29.02,4.4,11.21,3.54,2.51
Bathinda,37017,9002,1544,Rice,878,Calcareous,Rain-fed,230,20,29,4085,Medium,20479,7.08,50,25,91,49.95,2.59,46,13,17,0.85,20.74,4.35,12.64,2.96,1.89
Faridkot,33589,9923,837,Maize,1109,Calcareous,Rain-fed,213,12,33,5965,Medium,6783,7.99,14,49,62,22.87,1.59,46,25,40,1.75,20.07,1.99,11.7,2.48,0.82
Fatehgarh Sahib,103691,3482,551,Cotton,655,Calcareous,Tube Wells,193,39,12,5150,High,31967,7.08,20,28,87,15.39,1.33,45,43,39,1.2,18.04,4.45,17.29,5.05,2.1
Fazilka,94705,5868,2422,Wheat,791,Sandy Loam,Tanks,131,31,17,4849,High,15550,7.89,46,60,58,19.54,0.84,39,41,10,2.06,23.74,5.05,7.24,5.85,1.39
Ferozepur,106505,7932,733,Cotton,1099,Loam,Canals,242,35,34,5990,Low,27763,7.27,53,53,50,16.32,1.31,53,29,22,2.05,30.46,4.5,11.91,5.92,1.61
Gurdaspur,101227,8913,2035,Rice,540,Loam,Canals,198,40,21,4098,High,21518,7.89,34,26,64,31.94,1.91,33,14,20,1.35,23.15,5.14,4.47,1.91,0.53
Hoshiarpur,119732,4661,1807,Sugarcane,411,Calcareous,Rain-fed,214,38,13,4151,Medium,10687,8.38,51,55,104,37.75,0.71,31,34,38,1.43,13.14,3.25,12.63,6.39,0.87
